date.local,location,parameter,value,unit,country,city,date.utc,coordinates.latitude,coordinates.longitude
2023-11-18 07:00:00,Thurrock,pm25,8.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 07:00:00+00:00,51.47707,0.317969
2023-11-18 07:00:00,Southend-on-Sea,pm25,7.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 07:00:00+00:00,51.544206,0.678408
2023-11-18 07:00:00,London Marylebone Road,pm25,12.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 07:00:00+00:00,51.52253,-0.154611
2023-11-18 07:00:00,London N. Kensington,pm25,7.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 07:00:00+00:00,51.52105,-0.21349199999999996
2023-11-18 07:00:00,London Harlington,pm25,5.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 07:00:00+00:00,51.48879,-0.441614
2023-11-18 07:00:00,London Hillingdon,pm25,7.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 07:00:00+00:00,51.49633,-0.460861
2023-11-18 07:00:00,Camden Kerbside,pm25,10.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 07:00:00+00:00,51.54421,-0.175269
2023-11-18 07:00:00,London Bloomsbury,pm25,8.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 07:00:00+00:00,51.52229,-0.125889
2023-11-18 07:00:00,Southwark A2 Old Kent Road,pm25,0.4,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 07:00:00+00:00,51.480499,-0.05955
2023-11-18 07:00:00,London Westminster,pm25,8.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 07:00:00+00:00,51.49467,-0.131931
2023-11-18 06:00:00,London Bloomsbury,pm25,8.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 06:00:00+00:00,51.52229,-0.125889
2023-11-18 06:00:00,London Westminster,pm25,8.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 06:00:00+00:00,51.49467,-0.131931
2023-11-18 06:00:00,Southwark A2 Old Kent Road,pm25,0.5,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 06:00:00+00:00,51.480499,-0.05955
2023-11-18 06:00:00,London N. Kensington,pm25,7.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 06:00:00+00:00,51.52105,-0.21349199999999996
2023-11-18 06:00:00,London Hillingdon,pm25,7.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 06:00:00+00:00,51.49633,-0.460861
2023-11-18 06:00:00,London Marylebone Road,pm25,12.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 06:00:00+00:00,51.52253,-0.154611
2023-11-18 06:00:00,Camden Kerbside,pm25,10.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 06:00:00+00:00,51.54421,-0.175269
2023-11-18 06:00:00,Thurrock,pm25,8.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 06:00:00+00:00,51.47707,0.317969
2023-11-18 06:00:00,Southend-on-Sea,pm25,7.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 06:00:00+00:00,51.544206,0.678408
2023-11-18 05:00:00,Southend-on-Sea,pm25,7.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 05:00:00+00:00,51.544206,0.678408
2023-11-18 05:00:00,Camden Kerbside,pm25,11.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 05:00:00+00:00,51.54421,-0.175269
2023-11-18 05:00:00,London N. Kensington,pm25,8.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 05:00:00+00:00,51.52105,-0.21349199999999996
2023-11-18 05:00:00,London Bloomsbury,pm25,9.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 05:00:00+00:00,51.52229,-0.125889
2023-11-18 05:00:00,London Hillingdon,pm25,7.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 05:00:00+00:00,51.49633,-0.460861
2023-11-18 05:00:00,London Westminster,pm25,8.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 05:00:00+00:00,51.49467,-0.131931
2023-11-18 05:00:00,Southwark A2 Old Kent Road,pm25,0.6,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 05:00:00+00:00,51.480499,-0.05955
2023-11-18 05:00:00,London Harlington,pm25,6.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 05:00:00+00:00,51.48879,-0.441614
2023-11-18 05:00:00,London Marylebone Road,pm25,11.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 05:00:00+00:00,51.52253,-0.154611
2023-11-18 05:00:00,Thurrock,pm25,8.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 05:00:00+00:00,51.47707,0.317969
2023-11-18 04:00:00,Thurrock,pm25,8.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 04:00:00+00:00,51.47707,0.317969
2023-11-18 04:00:00,Southend-on-Sea,pm25,8.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 04:00:00+00:00,51.544206,0.678408
2023-11-18 04:00:00,Southwark A2 Old Kent Road,pm25,1.6,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 04:00:00+00:00,51.480499,-0.05955
2023-11-18 04:00:00,Camden Kerbside,pm25,11.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 04:00:00+00:00,51.54421,-0.175269
2023-11-18 04:00:00,London Marylebone Road,pm25,11.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 04:00:00+00:00,51.52253,-0.154611
2023-11-18 04:00:00,London Westminster,pm25,8.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 04:00:00+00:00,51.49467,-0.131931
2023-11-18 04:00:00,London Hillingdon,pm25,7.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 04:00:00+00:00,51.49633,-0.460861
2023-11-18 04:00:00,London Bloomsbury,pm25,8.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 04:00:00+00:00,51.52229,-0.125889
2023-11-18 04:00:00,London N. Kensington,pm25,8.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 04:00:00+00:00,51.52105,-0.21349199999999996
2023-11-18 04:00:00,London Harlington,pm25,6.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 04:00:00+00:00,51.48879,-0.441614
2023-11-18 03:00:00,London Harlington,pm25,6.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 03:00:00+00:00,51.48879,-0.441614
2023-11-18 03:00:00,London Westminster,pm25,8.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 03:00:00+00:00,51.49467,-0.131931
2023-11-18 03:00:00,London Hillingdon,pm25,7.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 03:00:00+00:00,51.49633,-0.460861
2023-11-18 03:00:00,London Bloomsbury,pm25,9.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 03:00:00+00:00,51.52229,-0.125889
2023-11-18 03:00:00,London N. Kensington,pm25,8.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 03:00:00+00:00,51.52105,-0.21349199999999996
2023-11-18 03:00:00,London Marylebone Road,pm25,11.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 03:00:00+00:00,51.52253,-0.154611
2023-11-18 03:00:00,Southwark A2 Old Kent Road,pm25,2.9,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 03:00:00+00:00,51.480499,-0.05955
2023-11-18 03:00:00,Camden Kerbside,pm25,11.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 03:00:00+00:00,51.54421,-0.175269
2023-11-18 03:00:00,Thurrock,pm25,8.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 03:00:00+00:00,51.47707,0.317969
2023-11-18 03:00:00,Southend-on-Sea,pm25,8.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 03:00:00+00:00,51.544206,0.678408
2023-11-18 02:00:00,Southend-on-Sea,pm25,8.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 02:00:00+00:00,51.544206,0.678408
2023-11-18 02:00:00,London Hillingdon,pm25,7.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 02:00:00+00:00,51.49633,-0.460861
2023-11-18 02:00:00,London Bloomsbury,pm25,8.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 02:00:00+00:00,51.52229,-0.125889
2023-11-18 02:00:00,London N. Kensington,pm25,8.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 02:00:00+00:00,51.52105,-0.21349199999999996
2023-11-18 02:00:00,Southwark A2 Old Kent Road,pm25,4.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 02:00:00+00:00,51.480499,-0.05955
2023-11-18 02:00:00,London Marylebone Road,pm25,12.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 02:00:00+00:00,51.52253,-0.154611
2023-11-18 02:00:00,London Harlington,pm25,6.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 02:00:00+00:00,51.48879,-0.441614
2023-11-18 02:00:00,Camden Kerbside,pm25,12.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 02:00:00+00:00,51.54421,-0.175269
2023-11-18 02:00:00,London Westminster,pm25,8.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 02:00:00+00:00,51.49467,-0.131931
2023-11-18 02:00:00,Thurrock,pm25,8.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 02:00:00+00:00,51.47707,0.317969
2023-11-18 01:00:00,Southend-on-Sea,pm25,8.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 01:00:00+00:00,51.544206,0.678408
2023-11-18 01:00:00,London N. Kensington,pm25,8.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 01:00:00+00:00,51.52105,-0.21349199999999996
2023-11-18 01:00:00,London Harlington,pm25,6.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 01:00:00+00:00,51.48879,-0.441614
2023-11-18 01:00:00,Camden Kerbside,pm25,12.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 01:00:00+00:00,51.54421,-0.175269
2023-11-18 01:00:00,Southwark A2 Old Kent Road,pm25,5.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 01:00:00+00:00,51.480499,-0.05955
2023-11-18 01:00:00,London Westminster,pm25,9.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 01:00:00+00:00,51.49467,-0.131931
2023-11-18 01:00:00,London Hillingdon,pm25,7.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 01:00:00+00:00,51.49633,-0.460861
2023-11-18 01:00:00,London Marylebone Road,pm25,12.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 01:00:00+00:00,51.52253,-0.154611
2023-11-18 00:00:00,London N. Kensington,pm25,8.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 00:00:00+00:00,51.52105,-0.21349199999999996
2023-11-18 00:00:00,London Harlington,pm25,6.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 00:00:00+00:00,51.48879,-0.441614
2023-11-18 00:00:00,London Marylebone Road,pm25,12.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 00:00:00+00:00,51.52253,-0.154611
2023-11-18 00:00:00,London Bloomsbury,pm25,9.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 00:00:00+00:00,51.52229,-0.125889
2023-11-18 00:00:00,Camden Kerbside,pm25,12.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 00:00:00+00:00,51.54421,-0.175269
2023-11-18 00:00:00,Southwark A2 Old Kent Road,pm25,5.7,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 00:00:00+00:00,51.480499,-0.05955
2023-11-18 00:00:00,London Hillingdon,pm25,8.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 00:00:00+00:00,51.49633,-0.460861
2023-11-18 00:00:00,London Westminster,pm25,9.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 00:00:00+00:00,51.49467,-0.131931
2023-11-18 00:00:00,Thurrock,pm25,8.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 00:00:00+00:00,51.47707,0.317969
2023-11-18 00:00:00,Southend-on-Sea,pm25,9.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-18 00:00:00+00:00,51.544206,0.678408
2023-11-17 23:00:00,Southend-on-Sea,pm25,9.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 23:00:00+00:00,51.544206,0.678408
2023-11-17 23:00:00,London Bloomsbury,pm25,9.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 23:00:00+00:00,51.52229,-0.125889
2023-11-17 23:00:00,London Marylebone Road,pm25,12.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 23:00:00+00:00,51.52253,-0.154611
2023-11-17 23:00:00,Camden Kerbside,pm25,13.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 23:00:00+00:00,51.54421,-0.175269
2023-11-17 23:00:00,London Hillingdon,pm25,8.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 23:00:00+00:00,51.49633,-0.460861
2023-11-17 23:00:00,London N. Kensington,pm25,9.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 23:00:00+00:00,51.52105,-0.21349199999999996
2023-11-17 23:00:00,London Westminster,pm25,9.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 23:00:00+00:00,51.49467,-0.131931
2023-11-17 23:00:00,London Harlington,pm25,6.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 23:00:00+00:00,51.48879,-0.441614
2023-11-17 23:00:00,Thurrock,pm25,8.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 23:00:00+00:00,51.47707,0.317969
2023-11-17 22:00:00,Thurrock,pm25,9.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 22:00:00+00:00,51.47707,0.317969
2023-11-17 22:00:00,Southend-on-Sea,pm25,9.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 22:00:00+00:00,51.544206,0.678408
2023-11-17 22:00:00,London Bloomsbury,pm25,9.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 22:00:00+00:00,51.52229,-0.125889
2023-11-17 22:00:00,Camden Kerbside,pm25,13.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 22:00:00+00:00,51.54421,-0.175269
2023-11-17 22:00:00,London N. Kensington,pm25,9.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 22:00:00+00:00,51.52105,-0.21349199999999996
2023-11-17 22:00:00,London Harlington,pm25,7.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 22:00:00+00:00,51.48879,-0.441614
2023-11-17 22:00:00,London Hillingdon,pm25,8.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 22:00:00+00:00,51.49633,-0.460861
2023-11-17 22:00:00,London Marylebone Road,pm25,12.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 22:00:00+00:00,51.52253,-0.154611
2023-11-17 22:00:00,London Westminster,pm25,9.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 22:00:00+00:00,51.49467,-0.131931
2023-11-17 21:00:00,London N. Kensington,pm25,9.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 21:00:00+00:00,51.52105,-0.21349199999999996
2023-11-17 21:00:00,London Marylebone Road,pm25,12.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 21:00:00+00:00,51.52253,-0.154611
2023-11-17 21:00:00,London Bloomsbury,pm25,9.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 21:00:00+00:00,51.52229,-0.125889
2023-11-17 21:00:00,London Westminster,pm25,9.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 21:00:00+00:00,51.49467,-0.131931
2023-11-17 21:00:00,Southwark A2 Old Kent Road,pm25,17.8,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 21:00:00+00:00,51.480499,-0.05955
2023-11-17 21:00:00,Camden Kerbside,pm25,13.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 21:00:00+00:00,51.54421,-0.175269
2023-11-17 21:00:00,London Hillingdon,pm25,8.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 21:00:00+00:00,51.49633,-0.460861
2023-11-17 21:00:00,Thurrock,pm25,9.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 21:00:00+00:00,51.47707,0.317969
2023-11-17 21:00:00,Southend-on-Sea,pm25,10.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 21:00:00+00:00,51.544206,0.678408
2023-11-17 20:00:00,Southend-on-Sea,pm25,10.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 20:00:00+00:00,51.544206,0.678408
2023-11-17 20:00:00,London Harlington,pm25,7.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 20:00:00+00:00,51.48879,-0.441614
2023-11-17 20:00:00,Camden Kerbside,pm25,13.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 20:00:00+00:00,51.54421,-0.175269
2023-11-17 20:00:00,London Westminster,pm25,9.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 20:00:00+00:00,51.49467,-0.131931
2023-11-17 20:00:00,London N. Kensington,pm25,9.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 20:00:00+00:00,51.52105,-0.21349199999999996
2023-11-17 20:00:00,London Marylebone Road,pm25,13.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 20:00:00+00:00,51.52253,-0.154611
2023-11-17 20:00:00,Southwark A2 Old Kent Road,pm25,23.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 20:00:00+00:00,51.480499,-0.05955
2023-11-17 20:00:00,London Hillingdon,pm25,8.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 20:00:00+00:00,51.49633,-0.460861
2023-11-17 20:00:00,London Bloomsbury,pm25,9.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 20:00:00+00:00,51.52229,-0.125889
2023-11-17 20:00:00,Thurrock,pm25,9.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 20:00:00+00:00,51.47707,0.317969
2023-11-17 19:00:00,Thurrock,pm25,9.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 19:00:00+00:00,51.47707,0.317969
2023-11-17 19:00:00,Southend-on-Sea,pm25,10.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 19:00:00+00:00,51.544206,0.678408
2023-11-17 19:00:00,Southwark A2 Old Kent Road,pm25,22.3,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 19:00:00+00:00,51.480499,-0.05955
2023-11-17 19:00:00,London Bloomsbury,pm25,9.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 19:00:00+00:00,51.52229,-0.125889
2023-11-17 19:00:00,London Hillingdon,pm25,8.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 19:00:00+00:00,51.49633,-0.460861
2023-11-17 19:00:00,London Harlington,pm25,7.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 19:00:00+00:00,51.48879,-0.441614
2023-11-17 19:00:00,Camden Kerbside,pm25,13.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 19:00:00+00:00,51.54421,-0.175269
2023-11-17 19:00:00,London Marylebone Road,pm25,12.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 19:00:00+00:00,51.52253,-0.154611
2023-11-17 19:00:00,London N. Kensington,pm25,9.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 19:00:00+00:00,51.52105,-0.21349199999999996
2023-11-17 19:00:00,London Westminster,pm25,10.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 19:00:00+00:00,51.49467,-0.131931
2023-11-17 18:00:00,London Marylebone Road,pm25,12.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 18:00:00+00:00,51.52253,-0.154611
2023-11-17 18:00:00,Southwark A2 Old Kent Road,pm25,22.3,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 18:00:00+00:00,51.480499,-0.05955
2023-11-17 18:00:00,London Harlington,pm25,7.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 18:00:00+00:00,51.48879,-0.441614
2023-11-17 18:00:00,London Hillingdon,pm25,9.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 18:00:00+00:00,51.49633,-0.460861
2023-11-17 18:00:00,London Bloomsbury,pm25,9.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 18:00:00+00:00,51.52229,-0.125889
2023-11-17 18:00:00,London N. Kensington,pm25,9.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 18:00:00+00:00,51.52105,-0.21349199999999996
2023-11-17 18:00:00,London Westminster,pm25,10.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 18:00:00+00:00,51.49467,-0.131931
2023-11-17 18:00:00,Camden Kerbside,pm25,13.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 18:00:00+00:00,51.54421,-0.175269
2023-11-17 18:00:00,Thurrock,pm25,9.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 18:00:00+00:00,51.47707,0.317969
2023-11-17 18:00:00,Southend-on-Sea,pm25,10.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 18:00:00+00:00,51.544206,0.678408
2023-11-17 17:00:00,Southend-on-Sea,pm25,11.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 17:00:00+00:00,51.544206,0.678408
2023-11-17 17:00:00,Southwark A2 Old Kent Road,pm25,15.9,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 17:00:00+00:00,51.480499,-0.05955
2023-11-17 17:00:00,London N. Kensington,pm25,9.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 17:00:00+00:00,51.52105,-0.21349199999999996
2023-11-17 17:00:00,Camden Kerbside,pm25,13.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 17:00:00+00:00,51.54421,-0.175269
2023-11-17 17:00:00,London Hillingdon,pm25,9.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 17:00:00+00:00,51.49633,-0.460861
2023-11-17 17:00:00,London Westminster,pm25,10.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 17:00:00+00:00,51.49467,-0.131931
2023-11-17 17:00:00,London Marylebone Road,pm25,12.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 17:00:00+00:00,51.52253,-0.154611
2023-11-17 17:00:00,London Bloomsbury,pm25,9.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 17:00:00+00:00,51.52229,-0.125889
2023-11-17 17:00:00,Thurrock,pm25,9.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 17:00:00+00:00,51.47707,0.317969
2023-11-17 16:00:00,Thurrock,pm25,10.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 16:00:00+00:00,51.47707,0.317969
2023-11-17 16:00:00,Southend-on-Sea,pm25,11.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 16:00:00+00:00,51.544206,0.678408
2023-11-17 16:00:00,London N. Kensington,pm25,9.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 16:00:00+00:00,51.52105,-0.21349199999999996
2023-11-17 16:00:00,London Harlington,pm25,7.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 16:00:00+00:00,51.48879,-0.441614
2023-11-17 16:00:00,London Marylebone Road,pm25,13.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 16:00:00+00:00,51.52253,-0.154611
2023-11-17 16:00:00,Southwark A2 Old Kent Road,pm25,12.5,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 16:00:00+00:00,51.480499,-0.05955
2023-11-17 16:00:00,London Hillingdon,pm25,9.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 16:00:00+00:00,51.49633,-0.460861
2023-11-17 16:00:00,London Bloomsbury,pm25,9.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 16:00:00+00:00,51.52229,-0.125889
2023-11-17 16:00:00,London Westminster,pm25,10.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 16:00:00+00:00,51.49467,-0.131931
2023-11-17 16:00:00,Camden Kerbside,pm25,13.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 16:00:00+00:00,51.54421,-0.175269
2023-11-17 15:00:00,Camden Kerbside,pm25,13.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 15:00:00+00:00,51.54421,-0.175269
2023-11-17 15:00:00,London Harlington,pm25,8.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 15:00:00+00:00,51.48879,-0.441614
2023-11-17 15:00:00,London Marylebone Road,pm25,13.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 15:00:00+00:00,51.52253,-0.154611
2023-11-17 15:00:00,London Bloomsbury,pm25,9.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 15:00:00+00:00,51.52229,-0.125889
2023-11-17 15:00:00,Southwark A2 Old Kent Road,pm25,9.7,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 15:00:00+00:00,51.480499,-0.05955
2023-11-17 15:00:00,London Westminster,pm25,10.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 15:00:00+00:00,51.49467,-0.131931
2023-11-17 15:00:00,London Hillingdon,pm25,9.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 15:00:00+00:00,51.49633,-0.460861
2023-11-17 15:00:00,London N. Kensington,pm25,9.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 15:00:00+00:00,51.52105,-0.21349199999999996
2023-11-17 15:00:00,Thurrock,pm25,10.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 15:00:00+00:00,51.47707,0.317969
2023-11-17 15:00:00,Southend-on-Sea,pm25,11.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 15:00:00+00:00,51.544206,0.678408
2023-11-17 14:00:00,Southend-on-Sea,pm25,11.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 14:00:00+00:00,51.544206,0.678408
2023-11-17 14:00:00,Southwark A2 Old Kent Road,pm25,7.9,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 14:00:00+00:00,51.480499,-0.05955
2023-11-17 14:00:00,Camden Kerbside,pm25,13.0,b'\xc2\xb5g/m\xc2\xb3',GB,,2023-11-17 14:00:00+00:00,51.54421,-0.175269
